Account ,Date,Transaction Type,No.,Name,Memo/Description,Split,Amount,Balance
,31/12/2022,Ledger Entry,3401,,Landrover sweat from TEG 6005258 RR1,-Split-,"5,000.00","9,467.67"
,31/12/2022,Ledger Entry,3401,,Royal Landrover RR1 being  Fund Transferred from preTransaction,-Split-,"80,000.00","89,467.67"
,31/12/2022,Ledger Entry,3401,,Orbit Crystallite High ball from BrandCo Branding RR1,-Split-,265.16,"89,732.83"
,31/12/2022,Ledger Entry,3401,,Ice Bucket from BrandCo Branding Ltd Inv 113593 RR1,-Split-,202,"89,934.83"
Total for Vehicles,,,,,,,"£89,934.83  ",
Web development,,,,,,,,
,Beginning Balance,,,,,,,"22,878.63"
Total for Web development,,,,,,,,
Payables,,,,,,,,
,Beginning Balance,,,,,,,"956,153.60"
,1/1/2022,Vendor Credit,,West London Shooting School,,MARKETING/SELLING:Staff welfare and Training,-168.88,"955,984.72"
,1/1/2022,Expense,16776,GWT Media,,-Split-,203.4,"956,188.12"
,1/1/2022,Expense,6615,Field Sports Publishing Inc,Exchange rate £1 = £1.3658,MARKETING/SELLING:Marketing,"2,782.12","958,970.24"
,1/1/2022,Expense,2700,Julian & Sons,$800 @ 1.328944,Cost of sales,616.34,"959,586.58"
,1/1/2022,Expense,2522,Arms Restoration Services,,-Split-,"8,460.00","968,046.58"
,1/1/2022,Expense,201817,Debbie Thomas,,-Split-,820,"968,866.58"
,1/1/2022,Expense,1179,McLaughin Custom Firearms,16820 @ 1.30,Stock / Inventory Asset,"12,600.00","981,466.58"
,2/1/2022,Expense,10025,SNT Adventure Brands LLC,£1 = $1.366,Shipping & Freight,225.97,"981,692.55"
,2/1/2022,Expense,,Jamie,,-Split-,247.36,"981,939.91"
,3/1/2022,Expense,340,IPS Gunmaking Ltd,,-Split-,"8,648.00","990,587.91"
,4/1/2022,Expense Transaction (Bank Draft),Mary1201,Four Walls Wine,,EastX ****2310,"-1,318.75","989,269.16"
,4/1/2022,Expense Transaction (Bank Draft),Mary1202,TimberLake Workshop,,EastX ****2310,-374.4,"988,894.76"
,4/1/2022,Expense Transaction (Bank Draft),Mary1224,Big Yellow Self Storage,,EastX ****2310,"-1,101.68","987,793.08"
,4/1/2022,Expense Transaction (Bank Draft),Mary1212,A T Miles,,EastX ****2310,"-2,410.00","985,383.08"
,4/1/2022,Expense Transaction (Bank Draft),Mary1199,WORKMAN EDWARD,,EastX ****2310,"-2,022.31","983,360.77"
,4/1/2022,Expense Transaction (Bank Draft),Mary1198,Albion Saddlemakers Co Ltd,,EastX ****2310,"-1,086.90","982,273.87"
,4/1/2022,Expense Transaction (Bank Draft),Mary1200,A G Sinnett,,EastX ****2310,-113.44,"982,160.43"
,5/1/2022,Expense,156673,Hull Cartridge Company Limited,,Cost of sales,30.23,"982,190.66"
,5/1/2022,Expense,14610,Northwood Group UK Vendor,To be Receiptd to Sheikh Salamn,Cost of sales,"5,576.40","987,767.06"
,5/1/2022,Expense,14609,Northwood Group UK Vendor,To be Receiptd to Sheikh Khalid,-Split-,"11,160.00","998,927.06"
,5/1/2022,Expense,082019-16-Closing,BROS. OF THE VALLEY CORP,,MARKETING/SELLING:Postage and Delivery,"1,364.25","1,000,291.31"
,5/1/2022,Expense Transaction (Bank Draft),Mary1206,Hull Cartridge Company Limited,,EastX ****2310,-30.23,"1,000,261.08"
,5/1/2022,Expense Transaction (Bank Draft),Mary1209,Julian & Sons,,EastX ****2310,-616.34,"999,644.74"
,5/1/2022,Expense Transaction (Bank Draft),Mary1207,Jerome  Lannoue,,EastX ****2310,-344.85,"999,299.89"
,5/1/2022,Expense Transaction (Bank Draft),Mary1205,Harper Office,,EastX ****2310,"-3,249.00","996,050.89"
,5/1/2022,Expense Transaction (Bank Draft),Mary1204,Giles Marriott Ltd,,EastX ****2310,"-24,000.00","972,050.89"
,5/1/2022,Expense,202002,Romain Lepinois,,-Split-,"6,120.00","978,170.89"
,6/1/2022,Vendor Credit,,SNT Adventure Brands LLC,,ADMINISTRATION:Exchange Rate cost,-2.92,"978,167.97"
,6/1/2022,Expense Transaction (Bank Draft),Mary1228,SNT Adventure Brands LLC,,EastX ****2310,-819.19,"977,348.78"
,6/1/2022,Expense,Ancient10,Dirty laundry,,ADMINISTRATION:Cleaning Supplies,19.2,"977,367.98"
,6/1/2022,Expense,,BROS. OF THE VALLEY CORP,,ADMINISTRATION:Bank & card charges,15,"977,382.98"
,6/1/2022,Expense,134,Fox & Co Bespokw Ltd,,-Split-,192,"977,574.98"
,7/1/2022,Expense Transaction (Bank Draft),Mary1230,Jamie,,EastX ****2310,-255.1,"977,319.88"
,7/1/2022,Expense Transaction (Bank Draft),Mary1208,Jerome  Lannoue,,EastX ****2310,"-1,636.10","975,683.78"
,7/1/2022,Expense,,Jerome  Lannoue,,ADMINISTRATION:Exchange Rate cost,8.05,"975,691.83"
,7/1/2022,Expense Transaction (Bank Draft),Mary1211,Worldpay,,EastX ****2310,-103.82,"975,588.01"
,7/1/2022,Expense,2336328,Cooksongold,,Stock / Inventory Asset,135.73,"975,723.74"
,7/1/2022,Expense Transaction (Bank Draft),Mary1229,BROS. OF THE VALLEY CORP,,EastX ****2310,"-1,379.25","974,344.49"
,8/1/2022,Expense,,Ian Clarke,,-Split-,301.5,"974,645.99"
,8/1/2022,Expense Transaction (Bank Draft),Mary1210,Worldpay,,EastX ****2310,"-1,964.55","972,681.44"
,11/1/2022,Expense Transaction (Bank Draft),Mary1215,SRS Freight Ltd,,EastX ****2310,"-9,399.56","963,281.88"
,11/1/2022,Expense Transaction (Bank Draft),Mary1213,John Whitfield,,EastX ****2310,-960,"962,321.88"
,11/1/2022,Expense,,Jamie,,-Split-,255.1,"962,576.98"
,11/1/2022,Expense,176725,Industrial Boilerhouse Supplies Ltd,,-Split-,762,"963,338.98"
,11/1/2022,Expense,244,Brock & Norris,,-Split-,176.62,"963,515.60"
,11/1/2022,Expense Transaction (Bank Draft),9256,Northwood GMBH,,EastX Bank,"-70,000.00","893,515.60"
,12/1/2022,Expense,21200914,Swarovski Optik,,Cost of sales,"1,737.75","895,253.35"
,13/01/2022,Expense Transaction (Bank Draft),Mary1217,Bronze Age Art Foundry Limited,,EastX ****2310,-621,"894,632.35"
,13/01/2022,Expense Transaction (Bank Draft),Mary1218,Ben Becker,,EastX ****2310,-398.75,"894,233.60"
,13/01/2022,Expense Transaction (Bank Draft),Mary1216,Romain Lepinois,,EastX ****2310,"-6,135.00","888,098.60"
,13/01/2022,Expense,16808,GWT Media,,ADMINISTRATION:Computer and Internet Expenses,45,"888,143.60"
,13/01/2022,Expense,102424,SRS Freight Ltd,,MARKETING/SELLING:Postage and Delivery,48,"888,191.60"
,13/01/2022,Expense,Ancient11,Dirty laundry,,ADMINISTRATION:Cleaning Supplies,19.2,"888,210.80"
,13/01/2022,Expense,,Romain Lepinois,,ADMINISTRATION:Exchange Rate cost,15,"888,225.80"
,13/01/2022,Expense,R17-04-45,IDR Associates,,MARKETING/SELLING:Repair and maintenance,525.96,"888,751.76"
,13/01/2022,Expense,24292,British Sporting Arms Ltd,Exchange rate £1 = $1.3588,-Split-,255.12,"889,006.88"
,14/01/2022,Expense Transaction (Bank Draft),Mary1220,Mayfair  Engineering,,EastX ****2310,"-3,402.00","885,604.88"
,15/01/2022,Expense,32404,Carrs Welding Technologies Ltd,,-Split-,350.1,"885,954.98"
,15/01/2022,Expense,3565,Tweed Media,,-Split-,"5,165.39","891,120.37"
,15/01/2022,Expense,861,SonySports Press Limited,,MARKETING/SELLING:Marketing,"1,794.00","892,914.37"
,18/01/2022,Expense,9062288540,Parcelforce,,MARKETING/SELLING:Postage and Delivery,7.69,"892,922.06"
,18/01/2022,Expense,,AXA Insurance,Exchange rate £1 = 1.1168 Eur,ADMINISTRATION:Insurance Expense,928.45,"893,850.51"
,18/01/2022,Expense,NI141929,Big Yellow Self Storage,,-Split-,"1,101.68","894,952.19"
,18/01/2022,Expense,9062284174,Parcelforce,,MARKETING/SELLING:Postage and Delivery,219.9,"895,172.09"
,19/01/2022,Expense,102439,SRS Freight Ltd,,MARKETING/SELLING:Postage and Delivery,758.12,"895,930.21"
,19/01/2022,Expense,11941,Bronze Age Art Foundry Limited,,-Split-,942,"896,872.21"
,19/01/2022,Expense,21/52,Stephen Wood,,-Split-,147,"897,019.21"
,19/01/2022,Expense,H1964D592E,eon,,ADMINISTRATION:Utilities,56.09,"897,075.30"
,19/01/2022,Expense,H1964D24CE,eon,,ADMINISTRATION:Utilities,81.38,"897,156.68"
,19/01/2022,Expense,H1964D24E3,eon,,ADMINISTRATION:Utilities,332.12,"897,488.80"
,19/01/2022,Expense,414853,P Higgins & Sons Ltd,,Work in Progress,"2,400.00","899,888.80"
,20/01/2022,Expense Transaction (Bank Draft),9257,Northwood GMBH,,EastX Bank,"-46,531.27","853,357.53"
,20/01/2022,Expense Transaction (Bank Draft),Mary1240,Excelmate,,EastX ****2310,-30,"853,327.53"
,20/01/2022,Expense,,GWT Media,,-Split-,630,"853,957.53"
,20/01/2022,Expense,102446,SRS Freight Ltd,,MARKETING/SELLING:Postage and Delivery,846.5,"854,804.03"
,20/01/2022,Expense,774,Musselbrook Machine Maintenance Ltd,,MARKETING/SELLING:Repair and maintenance,336,"855,140.03"
,21/01/2022,Expense Transaction (Bank Draft),Mary1236,Musselbrook Machine Maintenance Ltd,,EastX ****2310,-336,"854,804.03"
,21/01/2022,Expense Transaction (Bank Draft),Mary1267,Ian Clarke,,EastX ****2310,-301.5,"854,502.53"
,21/01/2022,Expense,11132,Excelmate,,MARKETING/SELLING:Consultants,30,"854,532.53"
,21/01/2022,Expense,8400003650,Northwood Group,,MARKETING/SELLING:Postage and Delivery,559.83,"855,092.36"
,21/01/2022,Expense,1633,TimberLake Workshop,,-Split-,"4,086.00","859,178.36"
,22/01/2022,Expense Transaction (Bank Draft),Mary1257,Teague Precision Chokes Ltd,,EastX ****2310,"-1,099.13","858,079.23"
,22/01/2022,Expense,,Kahles,,ADMINISTRATION:Exchange Rate cost,4.64,"858,083.87"
,22/01/2022,Expense Transaction (Bank Draft),Mary1250,IPS Gunmaking Ltd,,EastX ****2310,"-8,648.00","849,435.87"
,22/01/2022,Expense Transaction (Bank Draft),Mary1262,Stephen Wood,,EastX ****2310,-147,"849,288.87"
,22/01/2022,Expense Transaction (Bank Draft),Mary1261,Beck Office,,EastX ****2310,-72,"849,216.87"
,22/01/2022,Expense Transaction (Bank Draft),Mary1260,Traditional English Guncases Ltd,,EastX ****2310,"-18,708.00","830,508.87"
,22/01/2022,Expense Transaction (Bank Draft),Mary1259,The Gun Trade Association,,EastX ****2310,-429.6,"830,079.27"
,22/01/2022,Expense Transaction (Bank Draft),Mary1258,The Company of Gunmakers,,EastX ****2310,"-2,304.03","827,775.24"
,22/01/2022,Expense Transaction (Bank Draft),Mary1256,Ray St Ledger & Sons,,EastX ****2310,"-3,429.60","824,345.64"
,22/01/2022,Expense Transaction (Bank Draft),Mary1255,Manchester Automatic Machining,,EastX ****2310,-310.8,"824,034.84"
,22/01/2022,Expense Transaction (Bank Draft),Mary1253,Kahles,,EastX ****2310,-885.89,"823,148.95"
,22/01/2022,Expense Transaction (Bank Draft),Mary1252,Johnsons & Co Ltd,,EastX ****2310,-331.2,"822,817.75"
,22/01/2022,Expense Transaction (Bank Draft),Mary1251,Johnsons & Co Ltd,,EastX ****2310,"-6,100.80","816,716.95"
,22/01/2022,Expense Transaction (Bank Draft),Mary1249,IDR Associates,,EastX ****2310,-525.96,"816,190.99"
,22/01/2022,Expense Transaction (Bank Draft),Mary1247,Fox & Co Bespokw Ltd,,EastX ****2310,"-6,100.80","810,090.19"
,22/01/2022,Expense Transaction (Bank Draft),Mary1245,Brock & Norris,,EastX ****2310,-176.82,"809,913.37"
,22/01/2022,Expense Transaction (Bank Draft),Mary1244,British Sporting Arms Ltd,,EastX ****2310,-255.12,"809,658.25"
,22/01/2022,Expense Transaction (Bank Draft),Mary1242,Northwood Group UK Vendor,,EastX ****2310,-510.6,"809,147.65"
,22/01/2022,Expense Transaction (Bank Draft),Mary1241,ARC,,EastX ****2310,-120,"809,027.65"
,22/01/2022,Expense Transaction (Bank Draft),Mary1248,GWT Media,,EastX ****2310,-248.4,"808,779.25"
,22/01/2022,Expense Transaction (Bank Draft),Mary1264,Lothar Walther,,EastX ****2310,"-12,051.38","796,727.87"
,22/01/2022,Expense,,Laser Welding Services,,-Split-,427.92,"797,155.79"
,22/01/2022,Expense Transaction (Bank Draft),Mary1246,Dirty laundry,,EastX ****2310,-38.4,"797,117.39"
,25/01/2022,Expense,600474,Traditional English Guncases Ltd,,Cost of sales,"4,500.00","801,617.39"
,25/01/2022,Expense,,Jerome  Lannoue,,MARKETING/SELLING:Travel Expense,336,"801,953.39"
,25/01/2022,Expense,,Beck Office,,Bookkeeping & Payroll,72,"802,025.39"
,26/01/2022,Expense,,Traditional English Guncases Ltd,,Stock / Inventory Asset,"3,840.00","805,865.39"
,26/01/2022,Expense,3133,ElS And Co (Pty) Ltd,,MARKETING/SELLING:Import Duty,808.25,"806,673.64"
,26/01/2022,Expense,,Steve Helsley,,Cost of sales,656,"807,329.64"
,26/01/2022,Expense,,Traditional English Guncases Ltd,,Cost of sales,432,"807,761.64"
,26/01/2022,Expense,,Traditional English Guncases Ltd,,Work in Progress,"4,380.00","812,141.64"
,26/01/2022,Expense,3132,ElS And Co (Pty) Ltd,,-Split-,318,"812,459.64"
,27/01/2022,Vendor Credit,,Kahles,,Cost of sales,-26.44,"812,433.20"
,27/01/2022,Expense Transaction (Bank Draft),Mary1272,P Higgins & Sons Ltd,,EastX ****2310,-245.34,"812,187.86"
,27/01/2022,Expense,,Henry Krank,,-Split-,52.27,"812,240.13"
,27/01/2022,Expense Transaction (Bank Draft),Mary1273,P Higgins & Sons Ltd,,EastX ****2310,"-2,154.66","810,085.47"
,27/01/2022,Expense Transaction (Bank Draft),Mary1266,Shooting Star,,EastX ****2310,"-5,475.00","804,610.47"
,27/01/2022,Expense Transaction (Bank Draft),Mary1270,Kerast,,EastX ****2310,"-3,330.00","801,280.47"
,28/01/2022,Expense,,Northwood USA,£1 = $1.30,MARKETING/SELLING:Consultants,"4,823.70","806,104.17"
,29/01/2022,Expense Transaction (Bank Draft),9180,Tweed Media,,Apple Account,-0.08,"806,104.09"
,29/01/2022,Expense,70474,Harper Office,,ADMINISTRATION:Office Supplies,67.2,"806,171.29"
,29/01/2022,Expense Transaction (Bank Draft),9264,ElS And Co (Pty) Ltd,,EastX Bank,"-1,126.25","805,045.04"
,29/01/2022,Expense Transaction (Bank Draft),Mary1275,Tweed Media,,EastX ****2310,"-5,165.31","799,879.73"
,30/01/2022,Expense,C 2021/009,Northwood Group,,Shared cost,"1,015.00","800,894.73"
,31/01/2022,Expense Transaction (Bank Draft),762,Heritage pvt Ltd,,Business Card,"-1,509.60","799,385.13"
,31/01/2022,Expense,,Northwood Group,,Shared cost,"2,636.50","802,021.63"
,31/01/2022,Expense,,L & O Immobilien GMBH & Co KG,,ADMINISTRATION:Rent & Rates Expense,"10,666.11","812,687.74"
,31/01/2022,Expense,,Worldpay,,ADMINISTRATION:Bank & card charges,59,"812,746.74"
,1/2/2022,Expense Transaction (Bank Draft),Mary1293,Big Yellow Self Storage,,EastX ****2310,"-1,101.68","811,645.06"
,1/2/2022,Expense,102413,SRS Freight Ltd,,MARKETING/SELLING:Postage and Delivery,"1,238.53","812,883.59"
,1/2/2022,Expense Transaction (Bank Draft),Mary1284,Traditional English Guncases Ltd,,EastX ****2310,"-13,152.00","799,731.59"
,1/2/2022,Expense Transaction (Bank Draft),Mary1295,eon,,EastX ****2310,-56.09,"799,675.50"
,1/2/2022,Expense Transaction (Bank Draft),Mary1282,Arms Restoration Services,,EastX ****2310,"-8,460.00","791,215.50"
,1/2/2022,Expense Transaction (Bank Draft),Mary1283,Debbie Thomas,,EastX ****2310,-820,"790,395.50"
,1/2/2022,Expense Transaction (Bank Draft),Mary1281,Jerome  Lannoue,,EastX ****2310,-336,"790,059.50"
,1/2/2022,Expense,59290,George Mudge & Co,,Machinery,"4,500.00","794,559.50"
,1/2/2022,Expense,451,London Barrel Maker,,-Split-,"5,400.00","799,959.50"
,1/2/2022,Expense,1120,Cooper Roberts,,Storage,270,"800,229.50"
,1/2/2022,Expense,16885,GWT Media,,ADMINISTRATION:Computer and Internet Expenses,203.4,"800,432.90"
,1/2/2022,Expense,74980,Kerast,,Work in Progress,210,"800,642.90"
,1/2/2022,Expense,2540,First Sight Design Ltd,,ADMINISTRATION:Office Supplies,720,"801,362.90"
,1/2/2022,Expense,240676,Lothar Walther,£1 = 1.1284 Eur,-Split-,"1,687.61","803,050.51"
,1/2/2022,Expense,240844,Lothar Walther,,-Split-,"9,965.73","813,016.24"
,1/2/2022,Expense,006/2020,Traditional Fine Engraving,£1 = 1.1076 Eur,Work in Progress,"9,028.50","822,044.74"
,1/2/2022,Expense,,WORKMAN EDWARD,,-Split-,"1,517.01","823,561.75"
,1/2/2022,Vendor Credit,,Triebel GMBH,,ADMINISTRATION:Exchange Rate cost,-36.53,"823,525.22"
,1/2/2022,Expense,41.2,T & D O'Neill,,-Split-,210,"823,735.22"
,1/2/2022,Expense,102447,SRS Freight Ltd,,MARKETING/SELLING:Postage and Delivery,"3,716.90","827,452.12"
,1/2/2022,Expense,1.2,T & D O'Neill,,-Split-,210,"827,662.12"
,1/2/2022,Expense,3.2,T & D O'Neill,,-Split-,280,"827,942.12"
,1/2/2022,Expense,2.2,T & D O'Neill,,-Split-,340,"828,282.12"
,1/2/2022,Expense,102467,SRS Freight Ltd,,MARKETING/SELLING:Postage and Delivery,140,"828,422.12"
,1/2/2022,Expense,74981,Kerast,,Work in Progress,150,"828,572.12"
,1/2/2022,Expense,74982,Kerast,,Stock / Inventory Asset,210,"828,782.12"
,1/2/2022,Expense,,Mark Remmant,,-Split-,112,"828,894.12"
,1/2/2022,Expense,2021-0002,Revolution Wines,,MARKETING/SELLING:Postage and Delivery,24,"828,918.12"
,1/2/2022,Expense,I010066008,Sage UK Limited,,ADMINISTRATION:Office - Computer expenses,"1,189.03","830,107.15"
,1/2/2022,Expense,74978,Kerast,,Cost of sales,116.4,"830,223.55"
,1/2/2022,Expense,74979,Kerast,,Cost of sales,690,"830,913.55"
,1/2/2022,Expense,,A G Sinnett,,-Split-,165.89,"831,079.44"
,1/2/2022,Expense,40.2,T & D O'Neill,,-Split-,300,"831,379.44"
,1/2/2022,Expense,PI46,Natraj Publishers,,-Split-,395,"831,774.44"
,1/2/2022,Expense Transaction (Bank Draft),Mary1280,Triebel GMBH,,EastX ****2310,"-2,350.22","829,424.22"
,2/2/2022,Expense,17307,Kynamco Limited,,-Split-,"1,637.40","831,061.62"
,2/2/2022,Expense,2724,Julian & Sons,$1200 = $1.369,Storage,886.42,"831,948.04"
,3/2/2022,Expense Transaction (Bank Draft),9266,eon,,EastX Bank,-332.12,"831,615.92"
,3/2/2022,Expense,2021-10675,Recknagel,,-Split-,839.37,"832,455.29"
,3/2/2022,Expense Transaction (Bank Draft),9267,eon,,EastX Bank,-81.38,"832,373.91"
,4/2/2022,Expense Transaction (Bank Draft),Mary1278,Convergence,,EastX ****2310,"-1,597.96","830,775.95"
,4/2/2022,Expense Transaction (Bank Draft),9268,L & O Immobilien GMBH & Co KG,,EastX Bank,"-10,666.11","820,109.84"
,4/2/2022,Expense Transaction (Bank Draft),Mary1277,Jamie,,EastX ****2310,-247.36,"819,862.48"
,4/2/2022,Expense,2021-A-329,Negrini,,Cost of sales,685.67,"820,548.15"
,4/2/2022,Vendor Credit,,Convergence,,ADMINISTRATION:Exchange Rate cost,-7.54,"820,540.61"
,4/2/2022,Expense,2100214,EXSTO Italia SRL,£1=1.1327 Eur,-Split-,382.85,"820,923.46"
,4/2/2022,Expense,64885,ARC,,ADMINISTRATION:Office Supplies,42.91,"820,966.37"
,4/2/2022,Expense Transaction (Bank Draft),Mary1297,Raytrade UK Ltd,,EastX ****2310,-248.4,"820,717.97"
,5/2/2022,Expense Transaction (Bank Draft),Mary1299,Negrini,,EastX ****2310,-685.67,"820,032.30"
,5/2/2022,Expense Transaction (Bank Draft),Mary1298,A G Sinnett,,EastX ****2310,-165.89,"819,866.41"
,5/2/2022,Expense,,David E Josey,,Work in Progress,"2,000.00","821,866.41"
,5/2/2022,Expense,76448,Mike Ball,,Materials & Tools,732.7,"822,599.11"
,5/2/2022,Expense,21398804,Rentokil,,MARKETING/SELLING:Repair and maintenance,352.78,"822,951.89"
,5/2/2022,Expense,5919,CA Bookkeeping Services Ltd,,-Split-,"2,383.20","825,335.09"
,8/2/2022,Expense Transaction (Bank Draft),Mary1352,CA Bookkeeping Services Ltd,,EastX ****2310,"-2,383.20","822,951.89"
,8/2/2022,Expense,4.17E+15,Parcelforce,,Stock / Inventory Asset,136.51,"823,088.40"
,8/2/2022,Expense,600489,Traditional English Guncases Ltd,,Work in Progress,"4,380.00","827,468.40"
,8/2/2022,Expense,600488,Traditional English Guncases Ltd,,-Split-,"4,080.00","831,548.40"
,8/2/2022,Expense,61327,Manchester Automatic Machining,,-Split-,701.4,"832,249.80"
,8/2/2022,Expense,28,Steve Kelly,,-Split-,456.48,"832,706.28"
,9/2/2022,Expense Transaction (Bank Draft),Mary1301,First Sight Design Ltd,,EastX ****2310,-720,"831,986.28"
,9/2/2022,Expense Transaction (Bank Draft),Mary1288,dr. E. Stief - Jagdwaffen,,EastX ****2310,-849.45,"831,136.83"
,9/2/2022,Expense Transaction (Bank Draft),Mary1287,Guns On Pegs,,EastX ****2310,-714,"830,422.83"
,9/2/2022,Expense,Ancient12,Dirty laundry,,ADMINISTRATION:Cleaning Supplies,19.2,"830,442.03"
,9/2/2022,Vendor Credit,,Guns On Pegs,,MARKETING/SELLING:Marketing,-727,"829,715.03"
,9/2/2022,Expense,2.10E+13,Raytrade UK Ltd,,-Split-,248.4,"829,963.43"
,9/2/2022,Expense,67233,Sharmic Engineering Limited,,-Split-,418.5,"830,381.93"
,9/2/2022,Expense,,William Wild,,Work in Progress,750,"831,131.93"
,9/2/2022,Vendor Credit,,dr. E. Stief - Jagdwaffen,,ADMINISTRATION:Exchange Rate cost,-19.5,"831,112.43"
,9/2/2022,Expense,220,Johnsons & Co Ltd,,Cost of sales,"2,100.00","833,212.43"
,10/2/2022,Expense Transaction (Bank Draft),Mary1325,WORKMAN EDWARD,,EastX ****2310,"-1,517.01","831,695.42"
,10/2/2022,Expense Transaction (Bank Draft),Mary1326,William Wild,,EastX ****2310,-750,"830,945.42"
,10/2/2022,Expense,,Waffen Ulrich AG,,ADMINISTRATION:Bank & card charges,15,"830,960.42"
,10/2/2022,Expense Transaction (Bank Draft),Mary1290,Waffen Ulrich AG,,EastX ****2310,"-1,015.00","829,945.42"
,10/2/2022,Expense,23,BF&D LIMITED,,Cost of sales,"1,200.00","831,145.42"
,10/2/2022,Expense Transaction (Bank Draft),Mary1324,Worldpay,,EastX ****2310,-59,"831,086.42"
,11/2/2022,Expense,,Alan Rhone lTD,,-Split-,409.61,"831,496.03"
,11/2/2022,Expense,F003827,Eurl Remi Richard,,Stock / Inventory Asset,400,"831,896.03"
,12/2/2022,Expense Transaction (Bank Draft),Mary1304,McLaughin Custom Firearms,,EastX ****2310,"-5,955.74","825,940.29"
,12/2/2022,Expense,297,Phil Coggan,,Work in Progress,"36,900.00","862,840.29"
,12/2/2022,Expense Transaction (Bank Draft),Mary1303,Natraj Publishers,,EastX ****2310,-395,"862,445.29"
,15/02/2022,Expense,418322,Aerial Direct,,MARKETING/SELLING:Telephone Expense,222.25,"862,667.54"
,15/02/2022,Expense,Proforma,The Birmingham Gun Barrel Proof House,,Cost of sales,900,"863,567.54"
,15/02/2022,Expense,17005,GWT Media,,ADMINISTRATION:Computer and Internet Expenses,45,"863,612.54"
,15/02/2022,Expense,JRC04,Mustard ties,,Stock / Inventory Asset,"3,772.80","867,385.34"
,15/02/2022,Expense,3576,Tweed Media,,MARKETING/SELLING:Marketing,"4,800.00","872,185.34"
,15/02/2022,Expense,341,IPS Gunmaking Ltd,,Cost of sales,300,"872,485.34"
,15/02/2022,Expense,,AXA Insurance,paid 21 Apr 2021,ADMINISTRATION:Insurance Expense,77.39,"872,562.73"
,15/02/2022,Expense,342,IPS Gunmaking Ltd,,-Split-,"2,420.00","874,982.73"
,15/02/2022,Expense,NI142899,Big Yellow Self Storage,,-Split-,"1,101.68","876,084.41"
,16/02/2022,Expense,2.10E+13,Raytrade UK Ltd,,-Split-,60,"876,144.41"
,16/02/2022,Expense,102502,SRS Freight Ltd,,MARKETING/SELLING:Postage and Delivery,626.33,"876,770.74"
,16/02/2022,Expense,H198008A15,eon,,ADMINISTRATION:Utilities,287.64,"877,058.38"
,16/02/2022,Expense,452,London Barrel Maker,,-Split-,"1,200.00","878,258.38"
,17/02/2022,Expense Transaction (Bank Draft),Mary1307,Parcelforce,,EastX ****2310,-219.9,"878,038.48"
,21/02/2022,Expense,1289,John Whitfield,,Cost of sales,800,"878,838.48"
,22/02/2022,Expense Transaction (Bank Draft),9269,Edmund Bbell & Co Ltd,,-Split-,,"878,838.48"
,22/02/2022,Expense Transaction (Bank Draft),Mary1310,SRS Freight Ltd,,EastX ****2310,"-14,494.66","864,343.82"
,22/02/2022,Expense Transaction (Bank Draft),Mary1312,Lothar Walther,,-Split-,,"864,343.82"
,22/02/2022,Expense Transaction (Bank Draft),Mary1311,Raytrade UK Ltd,,EastX ****2310,-60,"864,283.82"
,22/02/2022,Vendor Credit,,Edmund Bbell & Co Ltd,,Stock / Inventory Asset,"-1,353.26","862,930.56"
,22/02/2022,Expense,210202,Mayfair  Engineering,,-Split-,"8,976.00","871,906.56"
,22/02/2022,Expense,2021012,Ian Clarke,,-Split-,"4,441.50","876,348.06"
,22/02/2022,Expense,600494,Traditional English Guncases Ltd,,Cost of sales,"1,800.00","878,148.06"
,22/02/2022,Expense,600492,Traditional English Guncases Ltd,,Work in Progress,720,"878,868.06"
,22/02/2022,Expense,48,Ray St Ledger & Sons,,Cost of sales,48,"878,916.06"
,22/02/2022,Expense,210201,Mayfair  Engineering,,-Split-,"36,000.00","914,916.06"
,22/02/2022,Expense,121307,Genesis Labels,,-Split-,282.84,"915,198.90"
,22/02/2022,Expense,600491,Traditional English Guncases Ltd,,-Split-,"3,060.00","918,258.90"
,23/02/2022,Expense Transaction (Bank Draft),Mary1314,BF&D LIMITED,,EastX ****2310,"-1,200.00","917,058.90"
,23/02/2022,Expense,3182,ElS And Co (Pty) Ltd,,Stock / Inventory Asset,490,"917,548.90"
,23/02/2022,Expense Transaction (Bank Draft),Mary1320,GWT Media,,EastX ****2310,-878.4,"916,670.50"
,23/02/2022,Expense Transaction (Bank Draft),Mary1318,David E Josey,,EastX ****2310,"-2,000.00","914,670.50"
,23/02/2022,Expense Transaction (Bank Draft),Mary1315,Northwood Group UK Vendor,,EastX ****2310,"-16,736.00","897,934.50"
,23/02/2022,Expense Transaction (Bank Draft),Mary1286,Cooper Roberts,,EastX ****2310,-540,"897,394.50"
,23/02/2022,Expense Transaction (Bank Draft),Mary1322,Henry Krank,,EastX ****2310,-52.27,"897,342.23"
,23/02/2022,Expense Transaction (Bank Draft),Mary1321,Harper Office,,EastX ****2310,-67.2,"897,275.03"
,23/02/2022,Expense Transaction (Bank Draft),Mary1319,Dirty laundry,,EastX ****2310,-19.2,"897,255.83"
,23/02/2022,Expense Transaction (Bank Draft),Mary1316,Bronze Age Art Foundry Limited,,EastX ****2310,-942,"896,313.83"
,23/02/2022,Expense Transaction (Bank Draft),Mary1313,Beck Office,,EastX ****2310,-72,"896,241.83"
,23/02/2022,Expense Transaction (Bank Draft),Mary1312,Alan Rhone lTD,,EastX ****2310,-409.61,"895,832.22"
